School,Journal,Article,Author,Year,Volume
Carnegie Mellon University,Management Science,A data disclosure policy for count data based on the COm-Poisson Distribution,"Joseph B Kadane - Carnegie Mellon University
Ramayya Krishnan - Carnegie Mellon University
Galit Shmueli - University of Maryland at College Park",2006,52
Carnegie Mellon University,MIS Quarterly,Aligning software processes with strategy,"Sandra A Slaughter - Carnegie Mellon University
Linda Levine - Carnegie Mellon University
Balasubramaniam Ramesh - Georgia State University
Richard L Baskerville - Georgia State University
Jan Pries-Heje - IT University of Copenhagen",2006,30
Carnegie Mellon University,Management Science,CABOB: A Fast Optimal Algorithm for Winner Determination in Combinatorial Auctions,"Tuomas Sandholm - Carnegie Mellon University
Subhash Suri - University of California at Santa Barbara
David I Levine - Unknown
Andrew Gilpin - CombineNet, Inc.",2005,51
Carnegie Mellon University,Journal on Computing,Designing Communication Networks to Decompose Network Control Problems,"Sarosh N Talukdar - Carnegie Mellon University
Eduardo Camponogara - Federal University of Santa Catarina",2005,17
Carnegie Mellon University,Management Science,Market for Software Vulnerabilities? Think Again,"Rahul Telang - Carnegie Mellon University
Karthik Kannan - Purdue University",2005,51
Carnegie Mellon University,Management Science,Pricing Diagnostic Information,"Ashish Arora - Carnegie Mellon University
Andrea Fosfuri - Universidad Carlos III de Madrid",2005,51
Carnegie Mellon University,Management Science,Entry by Spinoffs,"Steven Klepper - Carnegie Mellon University
Sally Sleeper - RAND",2005,51
Carnegie Mellon University,Marketing Science,Conditioning Prices on Purchase History,"Alessandro Acquisti - Carnegie Mellon University
Hal R Varian - University of California at Berkeley",2005,24
Carnegie Mellon University,Information Systems Research,On Data Reliability Assessment in Accounting Information Systems,"Ramayya Krishnan - Carnegie Mellon University
Rema Padman - Carnegie Mellon University
David Kaplan - Carnegie Mellon University
James M Peters - University of Maryland at College Park",2005,16
Carnegie Mellon University,Management Science,Pricing and Resource Allocation in Caching Services with Multiple Levels of Quality of Service,"Ramayya Krishnan - Carnegie Mellon University
John Chuang - University of California at Berkeley
Vidyanand Choudhary - University of California at Irvine
Kartik Hosanagar - University of Pennsylvania",2005,51
Carnegie Mellon University,Journal of Marketing Research,A Mixture Model for Internet Search-Engine Visits,"Tridas Mukhopadhyay - Carnegie Mellon University
Peter Boatwright - Carnegie Mellon University
Rahul Telang - Carnegie Mellon University",2004,41
Carnegie Mellon University,Information Systems Research,An Empirical Analysis of Network Externalities in Peer-to-Peer Music-Sharing Networks,"Atip Asvanund - Carnegie Mellon University
Karen B Clay - Carnegie Mellon University
Ramayya Krishnan - Carnegie Mellon University
Michael D Smith - Carnegie Mellon University",2004,15
Carnegie Mellon University,Marketing Science,Consumer Learning and Brand Valuation: An Application on Over-the-Counter Drugs,"Elina Petrova - Carnegie Mellon University
Fusun Gonul - Carnegie Mellon University
M To AkÃ§ura - Purdue University",2004,23
Carnegie Mellon University,Management Science,Designing a Better Shopbot,"Alan L Montgomery - Carnegie Mellon University
Karen B Clay - Carnegie Mellon University
Ramayya Krishnan - Carnegie Mellon University
Kartik Hosanagar - University of Pennsylvania",2004,50
Carnegie Mellon University,Operations Research,Rendezvous Search on the Labeled Line,"Reha H Tutuncu - Carnegie Mellon University
Elizabeth J Chester - University of California at Berkeley",2004,52
Carnegie Mellon University,Management Science,Consumer Surplus in the Digital Economy: Estimating the Value of Increased Product Variety at Online Booksellers,"Michael D Smith - Carnegie Mellon University
Erik Brynjolfsson - Massachusetts Institute of Technology (MIT)
Yu J Hu - Massachusetts Institute of Technology (MIT)",2003,49
Carnegie Mellon University,Management Science,Cultural Conflict and Merger Failure: An Experimental Approach,"Colin F Camerer - California Institute of Technology
Roberto A Weber - Carnegie Mellon University",2003,49
Carnegie Mellon University,Management Science,E-Business and Management Science: Mutual Impacts (Part 2 of 2),"Ramayya Krishnan - Carnegie Mellon University
Arthur M Geoffrion - University of California at Los Angeles",2003,49
Carnegie Mellon University,Management Science,Individual Centrality and Performance in Virtual R&D Groups: An Empirical Study,"Kathleen M Carley - Carnegie Mellon University
Manju K Ahuja - Indiana University at Bloomington
Dennis F Galletta - University of Pittsburgh",2003,49
Carnegie Mellon University,Management Science,World Wide Wait: A Study of Internet Scalability and Cache-Based Approaches to Alleviate It,"Helen Thomas - Carnegie Mellon University
Anindya Datta - Chutney Technologies, Inc.
Debra VanderMeer - Chutney Technologies, Inc.
Kaushik Dutta - Florida International University",2003,49
Carnegie Mellon University,Management Science,E-Business and Management Science: Mutual Impacts (Part 1 of 2),"Ramayya Krishnan - Carnegie Mellon University
Arthur M Geoffrion - University of California at Los Angeles",2003,49
Carnegie Mellon University,Operations Research,CRIME MODELING,Alfred Blumstein - Carnegie Mellon University,2002,50
Carnegie Mellon University,Management Science,Links and Impacts:The In ï¬‚uence of Public Research on Industrial R&D,"Wesley M Cohen - Carnegie Mellon University
Richard R Nelson - Columbia University
John P Walsh - University of Illinois at Chicago",2002,48
Carnegie Mellon University,The Review of Financial Studies,How Often to Sample a Continuous-Time Process in the Presence of Market Microstructure Noise,"Lan Zhang - Carnegie Mellon University
Yacine Ait-Sahalia - Princeton University
Per A Mykland - University of Chicago",2002,18
Carnegie Mellon University,Journal on Computing,Algorithms for Hybrid MILP/CP Models for a Class of Optimization Problems,"Ignacio E Grossmann - Carnegie Mellon University
Vipul Jain - Carnegie Mellon University",2001,13
Carnegie Mellon University,Information Systems Research,On Heterogeneous Database Retrieval: A Cognitively Guided Approach,"Xiaoping Li - AT&T (China) Co
Ramayya Krishnan - Carnegie Mellon University
David Steier - Scient Incorporated
J.Leon Zhao - University of Arizona",2001,12
Carnegie Mellon University,Operations Research,Optimal Design of Truss Structures by Logic-Based Branch and Cut,"O Ghattas - Carnegie Mellon University
John, Jr N Hooker - Carnegie Mellon University
Srinivas Bollapragada - General Electric Research and Development Center",2001,49
Carnegie Mellon University,Management Science,Project Contracts and Payment Schedules: The Client â€™s Problem,"Rema Padman - Carnegie Mellon University
Nalini Dayanand - Dialogos, Inc.",2001,47
Carnegie Mellon University,Organization Science,The Illusion of Leadership: Misattribution of Cause in Coordination Games,"Colin Camerer - California Institute of Technology
Roberto Weber - Carnegie Mellon University
Marc Rottenstreich - Lexecon, Inc.
Yuval Rottensteich - University of Chicago",2001,12
Carnegie Mellon University,Journal of Consumer Research,The Creative Destruction of Decision Research,George Loewenstein - Carnegie Mellon University,2001,28
Carnegie Mellon University,Operations Research,Optimal Dynamic Allocation of Treatment and Enforcement in Illicit Drug Control,"Jonathan P Caulkins - Carnegie Mellon University
Gernot Tragler - Vienna University of Technology
Gustav Feichtinger - Vienna University of Technology",2001,49
Carnegie Mellon University,Management Science,Decision Support for a Housing Mobility Program Using a Multiobjective Optimization Model,"Michael P Johnson - Carnegie Mellon University
Arthur P Hurter - Northwestern University",2000,46
Carnegie Mellon University,Management Science,Path Generation for Quasi-Monte Carlo Simulation of Mortgage-Backed Securities,"John P Lehoczky - Carnegie Mellon University
Fredrik Akesson - Carnegie Mellon University",2000,46
Carnegie Mellon University,Management Science,Whatâ€™s Experience Got to Do With It? Sources of Cost Reduction in a Large Specialty Chemicals Producer,"Wesley M Cohen - Carnegie Mellon University
Steven Klepper - Carnegie Mellon University
Gavin Sinclair - Purdue University",2000,46
Carnegie Mellon University,Journal of International Business Studies,WHOLLY OWNED SUBSIDIARY VERSUS TECHNOLOGY LICENSING IN THE WORLDWIDE CHEMICAL INDUSTRY,"Ashish Arora - Carnegie Mellon University
Andrea Fosfuri - Universidad Carlos III de Madrid",2000,31
Carnegie Mellon University,Strategic Management Journal,Dominance by birthright: entry of prior radio producers and competitive ramifications in the U.S. television receiver industry,"Steven Klepper - Carnegie Mellon University
Kenneth L Simons - University of London",2000,21
Carnegie Mellon University,Strategic Management Journal,Redundant governance structures: an analysis of structural and relational embeddedness in the steel and semiconductor industries,"David T Krackhardt - Carnegie Mellon University
Timothy J Rowley - University of Toronto
Dean Behrens - University of Toronto",2000,21
Carnegie Mellon University,Strategic Management Journal,"The nature, sources, and consequences of firm differences in the early history of the semiconductor industry","Wesley M Cohen - Carnegie Mellon University
David A Hounshell - Carnegie Mellon University
Steven Klepper - Carnegie Mellon University
Daniel Holbrook - Marshall University",2000,21
Carnegie Mellon University,Management Science,Optimal Control of Drug Epidemics: Prevent and Treat - But Not at the Same Time?,"Jonathan P Caulkins - Carnegie Mellon University
Doris A Behrens - Vienna University of Technology
Gernot Tragler - Vienna University of Technology
Gustav Feichtinger - Vienna University of Technology",2000,46
Carnegie Mellon University,Management Science,Disclosure Detection in Multivariate Categorical Databases: Auditing Confidentiality Protection Through Two New Matrix Operators,"George T Duncan - Carnegie Mellon University
Ramayya Krishnan - Carnegie Mellon University
Stephen F Roehrig - Carnegie Mellon University
Sumit D Chowdhury - KPMG Peat Marwick
Sumitra Mukherjee - Nova Southeastern University",1999,45
Carnegie Mellon University,Information Systems Research,Information and Communication: Alternative Uses of the Internet in Households,"Bill Scherlis - Carnegie Mellon University
Robert E Kraut - Carnegie Mellon University
Tridas Mukhopadhyay - Carnegie Mellon University
Sara Kiesler - Carnegie Mellon University
Janusz Szczypula - Carnegie Mellon University",1999,10
Carnegie Mellon University,Organization Science,Network Structure in Virtual Organizations,"Kathleen M Carley - Carnegie Mellon University
Manju K Ahuja - Florida State University",1999,10
Carnegie Mellon University,Organization Science,Through the Looking Glass of Complexity: The Dynamics of Organizations as Adaptive and Evolving Systems,"Rangaraj Ramanujam - Carnegie Mellon University
Benoit Morel - Carnegie Mellon University",1999,10
Carnegie Mellon University,Management Science,Active non linear tests (ANTs) of complex simulation models,John H Miller - Carnegie Mellon University,1998,44
Carnegie Mellon University,Journal on Computing,"On formal semantics and analysis of typed modelling languages"" An analysis of ascend","Peter Piela - Aspen Technology
Ramayya Krishnan - Carnegie Mellon University
Hemant K Bhargava - Naval Postgraduate School",1998,10
Carnegie Mellon University,Journal on Computing,"OR/MS, Electronic commerce, and the virtual INFORMS community","Ramayya Krishnan - Carnegie Mellon University
Hemant K Bhargava - Naval Postgraduate School",1998,10
Carnegie Mellon University,Management Science,Staffing and allocation of workers in an administrative office,"Eswaran Subrahmanian - Carnegie Mellon University
Ashok Srinivasan - Duke University
Gordon H Lewis - Carnegie Mellon University, Heinz",1998,44
Carnegie Mellon University,Marketing Science,The Red and the Black: Mental Accouting of Savings and Debt,"George Loewenstein - Carnegie Mellon University
Drazen Prelec - Massachusetts Institute of Technology (MIT)",1998,17
Carnegie Mellon University,Journal on Computing,The World Wide Web opportunities for operations research and management science,"Ramayya Krishnan - Carnegie Mellon University
Hemant K Bhargava - Naval Postgraduate School",1998,10
Carnegie Mellon University,Organization Science,Varieties of Social Influence: The Role of Utility and Norms in the Success of a New Communication Medium,"Robert E Kraut - Carnegie Mellon University
Robert S Fish - Matshushita Information Technology Labs, USA
Colleen Cool - Queens College
Ronald E Rice - Rutgers University at Newark and New Brunswick",1998,9
Carnegie Mellon University,Academy of Management Review,Not so different after all: A cross-discipline view of trust,"Colin Camerer - California Institute of Technology
Denise M Rousseau - Carnegie Mellon University
Sim B Sitkin - Duke University
Ronald S Burt - University of Chicago",1998,23
Carnegie Mellon University,The Review of Financial Studies,Optimal replication of contingent claims under portfolio constraints,"H. M Soner - Carnegie Mellon University
Mark Broadie - Columbia University
Jaksa Cvitanic - Columbia University",1998,11
Carnegie Mellon University,Journal of Consumer Research,The Effect of Ownership History on the Valuation of Objects,"George Loewenstein - Carnegie Mellon University
Michal A Strahilevitz - University of Miami",1998,25
Carnegie Mellon University,Management Science,A theoretical study of organizational performance under information distortion,"Kathleen M Carley - Carnegie Mellon University
Zhiang Lin - Hong Kong University of Science and Technology (HKUST)",1997,43
Carnegie Mellon University,Journal of Marketing Research,KALMAN FILTER ESTIMATION OF NEW PRODUCT DIFFUSION MODELS,"Marvin Sirbu - Carnegie Mellon University
Qiong Wang - Carnegie Mellon University
X. Michael Song - Michigan State University
Jinhong Xie - University of Florida",1997,34
Carnegie Mellon University,Operations Research,Optimal control of a single stage production system subject to random process shifts,"Raman K Nurani - Carnegie Mellon University
Sridhar Seshadri - New York University (NYU)
J. George Shanthikumar - University of California at Berkeley",1997,45
Carnegie Mellon University,Management Science,Organizational response: the cost performance tradeoff,"Kathleen M Carley - Carnegie Mellon University
Zhiang Lin - Hong Kong University of Science and Technology (HKUST)",1997,43
Carnegie Mellon University,Management Science,Skill in games,"Joseph B Kadane - Carnegie Mellon University
Patrick Larkey - Carnegie Mellon University
Shmuel Zamir - Hebrew University of Jerusalem",1997,43
Carnegie Mellon University,Strategic Management Journal,Domestic Markets and International Competitiveness: Generic and Product-Specific Competencies in the Engineering Sector,"Ashish Arora - Carnegie Mellon University
Alfonso Gambardella - University of Urbino",1997,18
Carnegie Mellon University,Marketing Science,Modeling Preference and Structural Heterogeneity in Consumer Choice,"Byung-Do Kim - Carnegie Mellon University
Jonathan Lee - University of Pittsburgh
Wagner A Kamakura - University of Pittsburgh",1996,15
Carnegie Mellon University,Organization Science,The Kindness of Strangers: The Usefulness of Electronic Weak Ties for Technical Advice,"Lee S Sproull - Boston College
David Constant - Carnegie Mellon University
Sara Kiesler - Carnegie Mellon University",1996,7
Carnegie Mellon University,Academy of Management Journal,Institutional determinants of individual mobility: Bringing the professions back in.,"Douglas R Wholey - Carnegie Mellon University
Gary S Robson - Kansas State University
Russell M Barefield - University of Georgia",1996,39
Carnegie Mellon University,Organization Science,"Communication across Boundaries: Work, Structure, and Use of Communication Technologies in a Large Organization","Sara Kiesler - Carnegie Mellon University
Pamela J Hinds - Carnegie Mellon University",1995,6
Carnegie Mellon University,Management Science,Decision analytic networks in artificial intelligence,"Bruce Abramson - Carnegie Mellon University
Izhar Matzkevich - Investment Technology Group, Inc.,",1995,41
Carnegie Mellon University,Management Science,Price competition and compatibility in the presence of positive demand externalities,"Marvin Sirbu - Carnegie Mellon University
Jinhong Xie - University of Florida",1995,41
Carnegie Mellon University,Information Systems Research,Computer-mediated Communication for Intellectual Teamwork: An Experiment in Group Writing,"Robert E Kraut - Carnegie Mellon University
Jolene Galegher - Carnegie Mellon University",1994,5
Carnegie Mellon University,Management Science,Fortune favors the prepared firm,"Wesley M Cohen - Carnegie Mellon University
Daniel A Levinthal - University of Pennsylvania",1994,40
Carnegie Mellon University,Information Systems Research,"What's Mine Is Ours, or Is It? A Study of Attitudes about Information Sharing","Lee S Sproull - Boston University
David Constant - Carnegie Mellon University
Sara Kiesler - Carnegie Mellon University",1994,5
Carnegie Mellon University,Academy of Management Journal,Bringing the individual back in: A structural analysis of the internal market for reputation in...,"David T Krackhardt - Carnegie Mellon University
Martin Kilduff - Pennsylvania State University at State College (Penn State)",1994,37
Carnegie Mellon University,Journal on Computing,Applying an Architecture for General Intelligence to Reduce Scheduling Effort.,"Wen Ling Hsu - AT&T (Lucent Technologies) Bell Laboratories
Allen Newell - Carnegie Mellon University
Michael J Prietula - Carnegie Mellon University
David Steier - Carnegie Mellon University",1993,5
Carnegie Mellon University,Management Science,Bayesian forecasting for seemingly unrelated time series:Application to local government revenue forecasting,"Wilpen Gorr - Carnegie Mellon University
Janusz Szczypula - Carnegie Mellon University
George T Duncan - Carnegie Mellon University",1993,39
Carnegie Mellon University,Journal on Computing,Measuring Congestion for Dynamic Task Allocation in Distributed Simulation.,"Rema Padman - Carnegie Mellon University
Murali S Shanker - Kent State University
W D Kelton - University of Minnesota at Twin Cities",1993,5
Carnegie Mellon University,Information Systems Research,MODFORM: A Knowledge-based Tool to Support the Modeling Process,"Srinivasan Raghunathan - Bowling Green State University
Ramayya Krishnan - Carnegie Mellon University
Jerrold H May - University of Pittsburgh",1993,4
Carnegie Mellon University,Operations Research,THE ON-TIME MACHINES: SOME ANALYSES OF AIRLINE PUNCTURALITY,"Jonathan P Caulkins - Carnegie Mellon University
Patrick Larkey - Carnegie Mellon University
Yuehong Yuan - Case Western Reserve University
Arnold Barnett - Massachusetts Institute of Technology (MIT)
Jesse Goranson - Massachusetts Institute of Technology (MIT)",1993,41
Carnegie Mellon University,Academy of Management Journal,ADOPTION AND ABANDONMENT OF MATRIX MANAGEMENT PROGRAMS: EFFECTS OF ORGANIZATIONAL CHARACTERISTICS AND INTERORGANIZATIONAL NETWORKS.,"Douglas R Wholey - Carnegie Mellon University
Lawton R Burns - University of Arizona",1993,36
Carnegie Mellon University,Academy of Management Journal,EFFECTS OF GENERALISM AND NICHE OVERLAP ON NETWORK LINKAGES AMONG YOUTH SERVICE AGENCIES.,"Douglas R Wholey - Carnegie Mellon University
John W Huonker - University of Arizona",1993,36
Carnegie Mellon University,Strategic Management Journal,Strategy and Organizational Evolution,Herbert A Simon - Carnegie Mellon University,1993,14
Carnegie Mellon University,Organization Science,Organizational Learning and Personnel Turnover,Kathleen M Carley - Carnegie Mellon University,1992,3
Carnegie Mellon University,Administrative Science Quarterly,REVERSALS OF PREFERENCE IN ALLOCATION DECISIONS: JUDGING AN ALTERNATIVE VERSUS CHOOSING AMONG ALTERNATIVES,"George F Loewenstein - Carnegie Mellon University
Max H Bazerman - Northwestern University
Sally B White - Northwestern University",1992,37
Carnegie Mellon University,Journal on Computing,A computational study of the job-shop scheduling problem,"William Cook - Bellcore
David Applegate - Carnegie Mellon University",1991,3
Carnegie Mellon University,Organization Science,Bounded Rationality and Organizational Learning,Herbert A Simon - Carnegie Mellon University,1991,1
Carnegie Mellon University,Journal of Financial Economics,Choosing the method of sale : A clinical study of ConrailÂ ,"Sugato Battacharyya - Carnegie Mellon University
Carliss Y Baldwin - Harvard University",1991,30
Carnegie Mellon University,Management Science,Decision Making Over Time and Under Uncertainty: A Common Approach,"George Loewenstein - Carnegie Mellon University
Drazen Prelec - Massachusetts Institute of Technology (MIT)",1991,37
Carnegie Mellon University,Management Science,Gains from International Duel Listing,"Zivan Forshner - Carnegie Mellon University
Joseph Yagil - New York University (NYU)",1991,37
Carnegie Mellon University,MIS Quarterly,KEY INFORMATION SYSTEMS MANAGEMENT ISSUES FOR THE PUBLIC SECTOR[1],"Wilpen L Gorr - Carnegie Mellon University
Kathryn E Newcomer - George Washington University
Sharon L Caudle - Syracuse University",1991,15
Carnegie Mellon University,Management Science,Optimal Linear Opinion Pools,"Morris H Degroot - Carnegie Mellon University
Julia Mortera - Universita degli Studi di Roma",1991,37
Carnegie Mellon University,Management Science,Ordering and Production Decisions with Supply Quality and Demand Uncertainty,"Yehuda Bassok - Carnegie Mellon University
Ramakrishna Akella - Carnegie Mellon University",1991,37
Carnegie Mellon University,Management Science,Problem Restructuring in Negotiation,Katia P Sycara - Carnegie Mellon University,1991,37
Carnegie Mellon University,Journal on Computing,"Unique names violations, a problem for model integration or you say tomato, I say tomahto","Ramayya Krishnan - Carnegie Mellon University
Hemant K Bhargava - Naval Postgraduate School
Steven O Kimbrough - University of Pennsylvania",1991,3
Carnegie Mellon University,Academy of Management Review,THE EFFECTS OF REGULARITY TOOLS ON ORGANIZATIONAL POPULATIONS,"Douglas R Wholey - Carnegie Mellon University
Susan M Sanchez - University of Arizona",1991,16
Carnegie Mellon University,The Review of Financial Studies,Market microstructure effects of government intervention in the foreign exchange market,"Peter Bossaerts - Carnegie Mellon University
Pierre Hillion - INSEAD",1991,4
Carnegie Mellon University,Journal of Accounting Research,A Cognitive Computational Model of Risk Hypothesis Generation,James M Peters - Carnegie Mellon University,1990,28
Carnegie Mellon University,Organization Science,Electronic Groups at Work,"Lee S Sproull - Carnegie Mellon University
Tom Finholt - Carnegie Mellon University",1990,1
Carnegie Mellon University,The Accounting Review,Information Technologies and Organizations,Herbert A Simon - Carnegie Mellon University,1990,65
Carnegie Mellon University,Operations Research,Prediction and Prescription in Systems Modeling,Herbert A Simon - Carnegie Mellon University,1990,38
Carnegie Mellon University,Administrative Science Quarterly,Absorptive capacity: A new perspective on learning and innovation,"Wesley M Cohen - Carnegie Mellon University
Danel A Levinthal - University of Pennsylvania",1990,35
University of Texas at Austin,Journal on Computing,A Decision Rule Approach for Two-Stage Data-Driven Distributionally Robust Optimization Problems with Random Recourse,"Grani A Hanasusanto - University of Illinois at Urbana-Champaign
Xiangyi Fan - University of Texas at Austin",2024,36
University of Texas at Austin,Management Science,Optimal Robust Policy for Feature-Based Newsvendor,"Luhao Zhang - University of Texas at Austin
Jincheng Yang - University of Texas at Austin
Rui Gao - University of Texas at Austin",2024,70
University of Texas at Austin,Operations Research,Wasserstein Distributionally Robust Optimization and Variation Regularization,"Xi Chen - New York University (NYU)
Rui Gao - University of Texas at Austin
Anton J Kleywegt - Georgia Tech University",2024,72
University of Texas at Austin,Operations Research,A Lyapunov Theory for Finite-Sample Guarantees of Markovian Stochastic Approximation,"Zaiwei Chen - Georgia Institute of Technology
Siva T Maguluri - Georgia Institute of Technology
Sanjay Shakkottai - University of Texas at Austin
Karthikeyan Shanmugam - IBM Research",2024,72
University of Texas at Austin,Operations Research,Static Pricing for Multi-unit Prophet Inequalities,"Thodoris Lykouris - Massachusetts Institute of Technology (MIT)
Shuchi Chawla - University of Texas at Austin
Nikhil Devanur - Amazon",2024,72
University of Texas at Austin,Operations Research,A Robust Spectral Clustering Algorithm for Sub-Gaussian Mixture Models with Outliers,"Prateek R Srivastava - University of Texas at Austin
Purnamrita Sarkar - University of Texas at Austin
Grani A Hansusanto - University of Texas at Austin",2023,71
University of Texas at Austin,Operations Research,On System-Wide Safety Staffing of Large-Scale Parallel Server Networks,"Guodong Pang - Rice University
Hassan Hmedi - University of Texas at Austin
Ari Arapostathis - University of Texas at Austin",2023,71
University of Texas at Austin,Journal of International Business Studies,"Corruption revisited: the influence of national personality, culture, and wealth","Alexander Newman - University of Melbourne
Samuel D Gosling - University of Melbourne
Cristina B Gibson - Pepperdine University
Martin Obschonka - University of Amsterdam
Samuel D Gosling - University of Texas at Austin
Alexander Newman - Deakin University
Peter J Rentfrow - University of Cambridge
Michael Stuetzer - Baden-Wuerttemberg Cooperative State University
Jeff Potter - Atof Inc.",2023,54
University of Texas at Austin,Journal of Marketing,"The Past and Future of Gender Research in Marketing: Paradigms, Stances, and Value-Based Commitments","Pierre McDonagh - University of Bath
Kathryn Pounders - University of Texas at Austin
Andrea Prothero - University College Dublin
Lisa Penaloza - KEDGE Business School",2023,87
University of Texas at Austin,Operations Research,Optimization Formulations for Storage Devices with Disjoint Operating Modes,"Ross Baldick - University of Texas at Austin
Yonghong Chen - Midcontinent Independent System Operator
Bing Huang - Midcontinent Independent System Operator",2023,71
University of Texas at Austin,Operations Research,Network Pricing: How to Induce Optimal Flows Under Strategic Link Operators,"Marc Schroder - Maastricht University
Thanasis Lianeas - National Technical University of Athens
Cristobal Guzman - Pontificia Universidad Catolica de Chile
Jose Correa - Universidad de Chile
Evdokia Nikolova - University of Texas at Austin",2022,70
University of Texas at Austin,Operations Research,Mechanism Design for Correlated Valuations: Efficient Methods for Revenue Maximization,"Vincent Conitzer - Duke University
Giuseppe Lopomo - Duke University
Peter Stone - University of Texas at Austin
Michael Albert - University of Virginia, Darden",2022,70
University of Texas at Austin,Production and Operations Management,Dynamic Pricing and Information Disclosure for Fresh Produce: An Artificial Intelligence Approach,"Cenying Yang - City University of Hong Kong
Andrew Whinston - University of Texas at Austin
Yihao Feng - University of Texas at Austin",2022,31
University of Texas at Austin,Operations Research,Crew Assignment with Duty Time Limits for Transport Services: Tight Multicommodity Models,"Prakash Mirchandani - University of Pittsburgh
Anantaram Balakrishnan - University of Texas at Austin
Sifeng Lin - University of Texas at Austin",2022,70
University of Texas at Austin,Operations Research,Network Inspection for Detecting Strategic Attacks,"Mathieu Dahan - Georgia Institute of Technology
Saurabh Amin - Massachusetts Institute of Technology (MIT)
Lina Sela - University of Texas at Austin",2022,70
University of Texas at Austin,Operations Research,Finding Minimum Volume Circumscribing Ellipsoids Using Generalized Copositive Programming,"Areesh Mittal - University of Texas at Austin
Grani A Hansusanto - University of Texas at Austin",2022,70
University of Texas at Austin,Operations Research,Weighted Scoring Rules and Convex Risk Measures,"Zachary J Smith - University of Texas at Austin
J. Eric Bickel - University of Texas at Austin",2022,70
University of Texas at Austin,Operations Research,Learning Unknown Service Rates in Queues: A Multiarmed Bandit Approach,"Ramesh Johari - Stanford University
Subhashini Krishnasamy - University of Texas at Austin
Rajat Sen - University of Texas at Austin
Sanjay Shakkottai - University of Texas at Austin",2021,69
University of Texas at Austin,Journal of International Business Studies,Leviathan as foreign investor: Geopolitics and sovereign wealth funds,"Srividya Jandhyala - ESSEC (Groupe ESSEC)
Robert J Weiner - George Washington University
Quan Li - Texas A&M University at College Station
Di Wang - University of Texas at Austin",2021,52
University of Texas at Austin,Journal on Computing,Robust Quadratic Programming with Mixed-Integer Uncertainty,"Areesh Mittal - University of Texas at Austin
Can Gokalp - University of Texas at Austin
Grani A Hansusanto - University of Texas at Austin",2020,32
University of Texas at Austin,Information Systems Research,"The Coevolution of Objects and Boundaries over Time: Materiality, Affordances, and Boundary Salience","Paul M Leonardi - University of California at Santa Barbara
Casey S Pierce - University of Michigan at Ann Arbor
Diane E Bailey - University of Texas at Austin",2019,30
University of Texas at Austin,MIS Quarterly,The Right Music at the Right Time: Adaptive Personalized Playlists Based on Sequence Modeling,"Maytal Saar-Tsechansky - University of Texas at Austin
Peter Stone - University of Texas at Austin
Elad Liebman - SparkCognition Inc",2019,43
University of Texas at Austin,Production and Operations Management,Coordinated Scheduling for a Multi-server Network in Outpatient Pre-operative Care,"Dongwang Yang - University of Texas at Austin
Douglas J Morrice - University of Texas at Austin
Kumar Muthuraman - University of Texas at Austin
Jonathan F Bard - University of Texas at Austin
Luci K Leykum - University of Texas Health Science Center
Susan H Noorily - University of Texas Health Science Center",2018,27
University of Texas at Austin,Operations Research,Conic Programming Reformulations of Two-Stage Distributionally Robust Linear Programs over Wasserstein Balls,"Daniel Kuhn - Ecole Polytechnique Federale de Lausanne (EPFL)
Grani A Hansusanto - University of Texas at Austin",2018,66
University of Texas at Austin,Journal on Computing,A Knowledge Gradient Policy for Sequencing Experiments to Identify the Structure of RNA Molecules Using a Sparse Additive Belief Model,"Yan Li - Princeton University
Warren B Powell - Princeton University
Kristofer G Reyes - University at Buffalo / State University of New York (SUNY) at Buffalo
Jorge Vazquez Anderson - University of Texas at Austin
Lydia M Contreras - University of Texas at Austin
Yingfei Wang - University of Washington at Seattle",2018,30
University of Texas at Austin,Journal on Computing,Active Learning with Multiple Localized Regression Models,"Joydeep Ghosh - University of Texas at Austin
Maytal Saar-Tsechansky - University of Texas at Austin
Meghana Deodhar - Google
Vineet Keshari - Google",2017,29
University of Texas at Austin,Operations Research,Ambiguous Joint Chance Constraints Under Mean and Dispersion Information,"Daniel Kuhn - Ecole Polytechnique Federale de Lausanne (EPFL)
Vladimir Roitch - Imperial College London
Wolfram Wiesemann - Imperial College London
Grani A Hansusanto - University of Texas at Austin",2017,65
University of Texas at Austin,Organization Science,Growing Apart: The Changing Firm-Size Wage Premium and Its Inequality Consequences,"J Adam Cobb - University of Pennsylvania
Ken-Hou Lin - University of Texas at Austin",2017,28
University of Texas at Austin,Journal of International Business Studies,Anonymous shell companies: A global audit study and field experiment in 176 countries,"Daniel Nielson - Brigham Young University
Brent B Allred - College of William and Mary
Michael G Findley - University of Texas at Austin
J C Sharman - University of Cambridge",2017,48
University of Texas at Austin,Journal of Finance,On the Origins of Risk-Taking in Financial Markets,"Kaveh Majlesi - Lund University
Petter Lundborg - Lund University
Sandra E Black - National Bureau of Economic Research (NBER)
Sandra E Black - Norwegian School of Economics (NHH)
Sandra E Black - University of Texas at Austin
Paul J Devereux - University College Dublin
Paul J Devereux - Centre for Economic Policy Research (CEPR)
Sandra E Black - IZA - Institute of Labor Economics
Paul J Devereux - IZA - Institute of Labor Economics",2017,72
